,flags,instruction,category,intent,response,tokens,chatgpt_class,correct
199,BELQZ,y i cannot submit the new shipping address  valid,SHIPPING,set_up_shipping_address,"I've got that you're experiencing difficulties in submitting your new shipping address and it's not being accepted as valid. I'm here to help you troubleshoot this issue and find a solution. Please ensure that you have entered all the necessary information accurately, including the street name, house number, city, state, and postal code. Double-check for any typos or missing details. If the problem persists, it's possible that there may be specific formatting requirements or restrictions for the shipping address. I recommend reaching out to our customer support team directly, either through our website's live chat or by calling our {{Customer Support Phone Number}}. They will be able to provide you with personalized assistance and guide you through the process of submitting your shipping address. We apologize for any inconvenience this may have caused and appreciate your patience while we work to resolve this issue for you.",86.0,CONTACT,False
200,BLM,I want help checking what methods for delivery I can choose,DELIVERY,delivery_options,"Definitely! I'm here to guide you in exploring the various methods of delivery available to you. Let's delve into our exceptional delivery options:

1. Standard Shipping: This method typically takes {{Date Range}} business days to deliver your items. It's perfect for those who don't have urgent time constraints.

2. Expedited Shipping: If you need your items a bit faster, our expedited shipping option will have your order in your hands within {{Date Range}} business days.

3. Overnight Shipping: For those times when time is of the essence, our overnight shipping guarantees next business day delivery.

4. In-Store Pickup: If you prefer the convenience of picking up your items yourself, we offer in-store pickup at our {{Store Location}}. This way, you can retrieve your items at your earliest convenience.

Remember that delivery times may vary depending on your location and other factors. If you have any specific concerns or if there's anything else I can assist you with, please feel free to ask. Our aim is to provide you with complete satisfaction throughout your shopping experience.",89.0,DELIVERY,True
201,BLZ,give me infrmation about my access key retrieval,ACCOUNT,recover_password,"I'll get right on it! I'm here to provide you with an understanding of the process for retrieving your access key. Rest assured that we acknowledge its importance in accessing your account. Here's what you can do:

1. Begin by visiting the ""{{Login Page URL}}"" on our platform.
2. Look for the ""{{Forgot Access Key}}"" option and select it.
3. Provide the necessary details, such as your email address or username, to initiate the retrieval process.
4. In a short while, you should receive an email with detailed instructions on how to regain access to your access key. Please remember to check your spam or junk folders if you don't find the email in your primary inbox.
5. Carefully follow the steps outlined in the email to retrieve your access key successfully.

If you encounter any difficulties or need further assistance during the retrieval process, don't hesitate to reach out. We're here to support you every step of the way!""",85.0,ACCOUNT,True
202,BQZ,want assitsance using the platinum account,ACCOUNT,switch_account,"Indeed! I admire your interest in utilizing the exclusive advantages of our {{Account Category}} account. Together, we'll ensure smooth navigation and maximized benefits:

1. **Begin the Journey:** Sign in to our platform using your existing credentials.
2. **Locate Account Preferences:** Once you're inside, head to your account settings or profile section.
3. **Upgrade Path:** Within these areas, be on the lookout for an option labeled ""Upgrade"" or ""Switch Account Type.""
4. **Choose {{Account Category}}:** Select the ""{{Account Category}} Account"" option from the available choices.
5. **Finalize the Switch:** Follow the on-screen prompts to complete the upgrade process.

If you encounter any difficulties or have further questions, please don't hesitate to reach out. I'm here to assist you every step of the way on your journey to achieving a remarkable experience with our distinguished {{Account Category}} account.",82.0,ACCOUNT,True
203,BIQZ,how cam i track order {{Order Number}},ORDER,track_order,"Thank you for getting in touch with us! I understand that you would like to track the order with the order number {{Order Number}}. Tracking your order is a simple process, and I'm here to guide you through it. To track your order, please visit our website and navigate to the '{{Order Tracking}}' section. From there, you will be prompted to enter your order number {{Order Number}}. Once you have entered the required information, you will be able to see the current status and estimated delivery date of your order. If you encounter any issues or have any additional questions along the way, please don't hesitate to reach out. We are dedicated to providing you with reliable and up-to-date information about your order.",83.0,ORDER,True
204,BKL,update data on {{Account Type}} account,ACCOUNT,edit_account,"It's truly thrilling to witness your enthusiasm for updating the data on your {{Account Type}} account!I am here to assist you every step of the way and ensure a smooth and successful process. To update the data on your {{Account Type}} account, you can log in to our {{Online Company Portal Info}} and navigate to the account settings section. From there, you will be able to modify the necessary information and save the changes. If you encounter any difficulties or have specific questions during the process, please don't hesitate to reach out to our dedicated customer support team for personalized assistance. They are available {{Customer Support Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. Keep up the fantastic work in managing your {{Account Type}} account!",82.0,ACCOUNT,True
205,BLQ,i dont know what i need to do to receive a rebate,REFUND,get_refund,"Happy to get your message to us regarding your query about receiving a rebate. I completely understand that you may be unsure of the necessary steps to take in order to initiate the rebate process. Rest assured, I am here to guide you through it. To begin, could you please provide me with some additional details about your purchase, such as the date of purchase, the product or service for which you are seeking a rebate, and any relevant documentation or proof of purchase? With this information, I will be able to provide you with the specific instructions and guide you towards successfully receiving the rebate you are entitled to.",90.0,PAYMENT,False
206,BKL,changing to premium account,ACCOUNT,switch_account,"I appreciate your desire to upgrade to our premium account. Rest assured, I'm here to guide you through the process with great enthusiasm and expertise:

1. **Access Your Account:** Start by logging in to your existing account. If you don't have one yet, you can create a new one.
2. **Navigate to Account Settings:** Once you're logged in, locate the dropdown menu in the top right corner of the page. From there, select the ""Account Settings"" option.
3. **Upgrade Option:** In the Account Settings section, you'll find a tab labeled ""Upgrade"" or ""Account Type."" Click on that tab.
4. **{{Account Category}} Account Selection:** Look for the option to switch to a {{Account Category}} account. It will be specifically denoted as a ""{{Account Category}}"" or ""Upgrade"" option.
5. **Follow the Prompts:** Follow the prompts and instructions provided to complete the upgrade process.

If you encounter any roadblocks along the way or have any additional questions, please feel free to contact me. I genuinely want to make this transition as smooth and enjoyable as possible for you. Get ready to enjoy the exclusive benefits and features of our premium account!""",79.0,ACCOUNT,True
207,BL,I have got to cancel the subscription to the newsletter,SUBSCRIPTION,newsletter_subscription,"I get that you would like to cancel your subscription to our newsletter. I apologize if it no longer meets your expectations. Rest assured, I'll assist you with the cancellation process. To proceed, could you please provide me with the email address you used to subscribe? This information will help me locate your subscription and ensure a smooth cancellation experience for you.",87.0,CANCEL,False
208,BLMQ,i want assistance solving a problem with online payments,PAYMENT,payment_issue,"Rest assured, I'm here to provide you with the necessary assistance in resolving any issues you're encountering with online payments. Your satisfaction is our utmost priority, and we'll work together to find a solution. To better understand the problem, could you please provide more details about the specific issue you're facing? Remember, each piece of information you share will greatly contribute to finding the best resolution. Thank you for reaching out, and let's get started on resolving this payment problem for you.",86.0,PAYMENT,True
209,BLQ,want help to submit feedback for ur company,FEEDBACK,review,"We genuinely appreciate your intention to provide feedback for our company. Your insights are invaluable in helping us meet and exceed expectations. To submit your feedback, you can visit our website and navigate to the 'Feedback' or 'Contact Us' page. There, you'll find options to share your thoughts, experiences, and suggestions. We encourage you to be as detailed as possible so that we can better understand your perspective. Thank you for taking the time to contribute to our continuous improvement efforts!",85.0,CONTACT,False
210,BIL,can you show me how long it takes for the article to arrive?,DELIVERY,delivery_period,"We understand your desire to know the estimated arrival time for your article. In order to provide you with accurate information, could you please provide us with the tracking number or order number? With that information, we can give you a precise estimate. We appreciate your cooperation in this matter.",91.0,DELIVERY,True
211,BLQZ,wanna check in wshat situations can i ask for a refund,REFUND,check_refund_policy,"Thank you for reaching out! I understand you would like to know the situations in which you can request a refund. Below are some common scenarios:

1. **Product/Service Defect:** If the product or service you received has a defect or does not match its description, you are typically eligible for a refund.

2. **Cancellation within Grace Period:** If you change your mind and wish to cancel your purchase within the specified grace period, you should be able to receive a refund.

3. **Unauthorized Charges:** If you notice any charges on your account that you did not authorize or recognize, we will investigate the matter and assist you in seeking a refund.

4. **Event Cancellation:** If you purchased tickets for an event that gets canceled and no alternative date is provided, you may be entitled to a refund.

5. **Duplicate Charges:** In the event of duplicate charges for the same item, please notify us, and we will promptly rectify the situation by issuing a refund.

6. **Non-receipt of Goods:** If you have not received the product within the expected delivery timeframe, you may qualify for a refund.

Please note that while these situations commonly result in refunds, it's essential to review the specific refund policy provided by your vendor or service provider since policies may vary. If you have a specific order or any further questions, please provide me with the necessary details, such as the {{Order Number}}, and I'll be more than happy to assist you further.

Is there anything else I can help you with today?",89.0,REFUND,True
212,BKLW,new bloody pro account,ACCOUNT,create_account,"Thank you for your interest in opening a new Bloody {{Account Type}} account with us! We appreciate your enthusiasm and, rest assured, we'll provide you with exceptional features and benefits that accompany the {{Account Type}} account. To get started, I would like to gather some basic information from you to ensure a smooth account creation process. Could you please provide me with your full name, email address, and a username of your choice? Once I have these details, I'll guide you through the process step by step, answering any questions you may have along the way. And remember, your security is of utmost importance to us, so all your information will be handled with the highest level of confidentiality and care.",79.0,ACCOUNT,True
213,BIL,is it possible to notify of a registration problem?,ACCOUNT,registration_problems,"I'm happy to help! We have made it as easy as possible for you to notify us about any registration problems you may be experiencing. You can reach out to our customer support team via phone, email, or live chat. We are here to assist you in resolving any issues and ensuring a smooth registration process. Your feedback is valuable to us, so please don't hesitate to share any concerns or difficulties you encounter. We are committed to providing you with the best possible support to address your registration problem effectively.",86.0,CONTACT,False
214,BLM,I have problems submitting my new delivery address,SHIPPING,set_up_shipping_address,"I'm picking up what you're putting down, your challenges in submitting your new delivery address. It's crucial to ensure a seamless process for our valued customers like you. To assist you better, please provide some additional information about the specific issues you're encountering while trying to submit your new delivery address. Are you experiencing any error messages? Is the system not saving your changes? By sharing these details, we can delve deeper into the problem and find a swift solution. Rest assured, I'm here to guide you every step of the way and make sure your new delivery address is successfully submitted.",85.0,DELIVERY,False
215,BLMQ,have problems with a {{Account Type}} account removal,ACCOUNT,delete_account,"Glad you contacted regarding the issues you're facing with the removal of your {{Account Type}} account. I apologize for any inconvenience caused by this process. Our team is here to assist you every step of the way. To better understand the specific problems you are encountering, could you please provide more details about the difficulties you're experiencing? This will allow us to provide you with the appropriate guidance and support to resolve the problems with your {{Account Type}} account removal efficiently.",85.0,CANCEL,False
216,BK,ETA of order {{Order Number}},ORDER,track_order,"We're all ears! I'm tuned into the idea that you would like to check the estimated time of arrival (ETA) for your order with order number {{Order Number}}. To provide you with the most accurate information, I will need to access our system. Please allow me a moment while I retrieve the details.",81.0,DELIVERY,False
217,BLM,help checking the early exit charges,CANCEL,check_cancellation_fee,"To assist you in checking the early exit charges, you can easily find this information by logging into your account on our website. Once logged in, navigate to the account details section where you will find a breakdown of any applicable fees and charges for terminating your service early. If you have any further questions or need additional clarification, our customer service team will be happy to help you.",82.0,CANCEL,True
218,BCILM,"I can't pay, how do I inform of payment errors?",PAYMENT,payment_issue,"I'm sorry to hear that you're facing difficulties with making a payment. I'm here to help you with reporting any payment errors you may have encountered. To ensure a prompt resolution, I kindly request you to provide me with more specific information regarding the payment errors you're experiencing. This will allow our support team to investigate the issue and provide you with the best possible solution. Thank you for reaching out to us, and rest assured, we'll do everything we can to assist you with this matter.",87.0,PAYMENT,True
219,BLQZ,check ur paymnt modalities,PAYMENT,check_payment_methods,"For sure! I'm here to assist you in checking our available payment methods. We offer a variety of payment options to ensure convenience for our customers. Here's a comprehensive list:

- Credit/Debit Card: We accept major cards such as Visa, Mastercard, and American Express.
- PayPal: A widely used and secure online payment method.
- Bank Transfer: You can make direct payments from your bank account.
- Apple Pay: An easy and quick payment option for Apple users.
- Google Wallet: Google's payment system for fast and convenient checkouts.

If you have any further questions or if there's anything specific you'd like to know about our payment methods, please feel free to ask. I'm here to help you every step of the way!",79.0,PAYMENT,True
220,BMQ,need to buy some of ur item,ORDER,place_order,"Thank you for your interest in purchasing some of our items! I'm here to help you through the process and ensure a smooth experience. To get started, could you please let me know which specific items you would like to buy? Once I have that information, I can provide you with all the necessary details and guide you on how to proceed with your purchase.",83.0,ORDER,True
221,BELMNQ,i cannot add some items to purchase {{Order Number}},ORDER,change_order,"We understand that you're facing difficulties adding some items to purchase number {{Order Number}}. We apologize for any inconvenience this may have caused. To better assist you, could you please provide the specific items you're trying to add? We'll do our best to resolve this issue for you and ensure a smooth purchasing experience.",86.0,ORDER,True
222,BLQ,i want help contacting customer support,CONTACT,contact_customer_service,"I appreciate your reaching out for assistance in contacting our customer support. Don't worry, I'm here to guide you through the process. To get in touch with our customer support team, you can reach them during {{Customer Support Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. Our dedicated team is ready to assist you with any queries or concerns you may have. Is there anything else I can assist you with?",82.0,CONTACT,True
223,BL,I don't know how to leave a review for your products,FEEDBACK,review,"Thank you for expressing your interest in leaving a review for our products! I completely understand that you may have some questions or uncertainties about the process. Don't worry, I'm here to guide you every step of the way. To leave a review for our products, you can visit our website and navigate to the specific product page. Scroll down until you find the customer reviews section, and there you can share your thoughts and experiences by writing a review. If you need any additional assistance or have further questions, please feel free to ask!",89.0,CONTACT,False
224,BL,I want help to see the payment modalities,PAYMENT,check_payment_methods,"Absolutely! I'm glad you reached out for assistance in viewing our available payment methods. Please allow me to provide you with the necessary information. We offer a range of convenient payment options to cater to your preferences. These include:

- Credit/Debit Card: We accept major cards like Visa, Mastercard, and American Express.
- PayPal: A widely used and secure online payment method.
- Bank Transfer: You can make direct payments from your bank account.
- Apple Pay: An easy way for Apple users to make payments.
- Google Wallet: Google's payment system for fast and easy checkouts.

If you have any further queries, need more details, or require assistance with any specific payment method, feel free to let me know. I'm here to help!",85.0,PAYMENT,True
225,BL,I am trying to see the current status of the rebate,REFUND,track_refund,"I'm on it! I understand your need to check the current status of your rebate. It's essential to have visibility on the progress of your reimbursement. Allow me to assist you with this. Could you please provide me with the details of your rebate, such as the rebate number or any other reference information? This will help me track down the status quickly and provide you with the most accurate update. Thank you for your cooperation, and I appreciate your trust in our services.",89.0,PAYMENT,False
226,BILM,how can I earn some of your article?,ORDER,place_order,"Thank you for your interest in earning some of our articles! We currently offer a variety of opportunities for you to acquire our products. One option is to participate in our referral program where you can earn rewards by referring friends or family members to make a purchase. Additionally, we often hold promotional events and contests where you can win our articles as prizes. Another option is to join our loyalty program, where you can earn points with each purchase and redeem them for our products. Feel free to explore our website or contact our customer support team for more information on how to earn our articles. We're here to assist you every step of the way!",85.0,"Sorry, I am not able to understand your query. Please rephrase your question or provide more details.",False
227,BILQZ,where to see whne will my product arrive,DELIVERY,delivery_period,"We understand that you are eager to track your product and find out its estimated arrival time. To provide you with accurate information, could you please provide us with the {{Tracking Number}} or {{Order Number}}? With this information, we can assist you in locating the details of your shipment and provide you with an estimated delivery date. Your patience is greatly appreciated as we work together to ensure a smooth delivery experience for you.",85.0,DELIVERY,True
228,BIPQZ,could uhelp me cancelin order {{Order Number}},ORDER,cancel_order,"Definitely! I understand that you need assistance with canceling your order with the order number {{Order Number}}. I'm here to guide you through the process and ensure a smooth cancellation experience.

To cancel your order, please follow these steps:

1. Sign in to your {{Company Account}}: Go to the login page and enter your credentials to access your account.
2. Navigate to Your Orders: Once logged in, find the section labeled ""{{Online Order Interaction}}"" or ""{{Online Order Interaction}}"" and click on it.
3. Locate the Order: Look for the order with the order number {{Order Number}}. Click on it to view the order details.
4. Initiate Order Cancellation: Within the order details, you should find an option labeled ""{{Online Order Interaction}}"" or a similar term. Click on it to begin the cancellation process.
5. Follow Any Additional Instructions: Depending on the platform, there might be some additional steps or questions to complete the cancellation. Please follow the instructions provided.

If you encounter any difficulties or have any further questions, our dedicated customer support team is available during {{Customer Support Hours}}. Feel free to call us at {{Customer Support Phone Number}} or use the live chat feature on our website at {{Website URL}} for immediate assistance.

We value your satisfaction and are here to support you every step of the way.",83.0,CANCEL,False
229,BLQ,need assistance to download my invoice from {{Person Name}},INVOICE,get_invoice,"I'm clearly cognizant your need for assistance in downloading your invoice from {{Client Name}}. Let me guide you through the process step by step to ensure you can access your invoice successfully. First, please log in to your account and navigate to the ""Billing"" or ""Invoices"" section. From there, locate the specific invoice for {{Person Name}}. You should see an option to download the invoice as a PDF or in another format. If you have any difficulties or questions during the process, feel free to ask. I'm here to provide you with the help you need.",86.0,INVOICE,True
230,BILZ,how to chat  with an operator?,CONTACT,contact_human_agent,"Your reach-out is appreciated! I'm sensing that you would like to know how to chat with an operator. Our team is here to assist you! To initiate a chat with one of our operators, simply click on the chat icon located on our website or within our mobile app. This will open a chat window where you can type your questions or concerns. Our operators are trained to provide you with the help you need. Is there anything specific you would like assistance with? We're here to support you every step of the way!",82.0,CONTACT,True
231,BLMZ,I have problems with  an address correction,SHIPPING,change_shipping_address,I'm sorry to hear that you're having problems with an address correction. Please provide me with the details of the issue and I will do my best to assist you in resolving it.,83.0,DELIVERY,False
232,BIL,where can I check what hours customer support available is?,CONTACT,contact_customer_service,"Thank you for reaching out! I understand your need to check the operating hours of our customer support team. To find the exact hours when our team is available, I would recommend visiting our website or contacting us through our customer support phone number at {{Customer Support Phone Number}}. Our website should have a dedicated section with information regarding our customer support hours. Please let me know if there's anything else I can assist you with!",87.0,CONTACT,True
233,BKL,change data on premium account,ACCOUNT,edit_account,"Ah, what a marvelous endeavor awaits us as we embark on the extraordinary mission of changing the data on your esteemed premium account!it is an absolute pleasure to be your trusted companion on this transformative journey. Rest assured, I am fully equipped with the knowledge and expertise to guide you every step of the way, ensuring a smooth and empowering experience. Tell me, what specific details would you like to modify? Together, we shall conquer this task with ease and finesse!",81.0,ACCOUNT,True
234,BZ,I want assistnace to use the {{Account Category}} account,ACCOUNT,switch_account,"Certainly! I appreciate your interest in utilizing our {{Account Category}} account to its fullest potential. Allow me to assist you in navigating this account type:

1. Explore Features: Take some time to familiarize yourself with the features and benefits available to you with the {{Account Category}} account. This will help you understand how to make the most of your experience.
2. Account Settings: To access the settings for your account, locate the '{{Account}}' or '{{Profile}}' section within our platform.
3. Account Type: In the account settings, you should see an option labeled '{{Account Type}}' or '{{Upgrade Account}}'.
4. Select {{Account Category}}: Choose the '{{Account Category}}' account type from the available options.
5. Confirm Changes: Follow any on-screen prompts to complete the process and confirm your switch to the {{Account Category}} account.

If you encounter any difficulties or have additional questions, please do not hesitate to reach out. I'm here to ensure your smooth transition and provide any assistance you may need. Enjoy the benefits of our {{Account Category}} account!",86.0,ACCOUNT,True
235,BKL,download bill from {{Person Name}},INVOICE,get_invoice,"I understand your request to download the bill from {{Salutation}} {{Client Last Name}}. Let me guide you through the process. To download the bill, please follow these steps:

1. Log in to your account on our website.
2. Go to the ""Billing"" or ""Invoices"" section.
3. Locate the bill associated with {{Salutation}} {{Client Last Name}}.
4. Click on the ""Download"" or ""Print"" button next to the bill.
5. Choose the desired file format (PDF, Excel, etc.).
6. Save the downloaded file to your device.

If you encounter any difficulties or have further questions, feel free to ask. I'm here to assist you every step of the way. Happy downloading!",81.0,INVOICE,True
236,BLQ,need assistance resetting the access key of my user account,ACCOUNT,recover_password,"Positively! I'm here to lend a helping hand in resetting the access key of your user account. Restoring access to your account is our top priority, so let's get started right away:

1. Begin by logging into your user account with your current access key.
2. Once you're logged in, navigate to the account settings or security settings section.
3. Look for the option to reset or change your access key. The exact wording may vary based on your platform or service.
4. Follow the instructions provided to reset your access key. This may involve answering security questions, providing additional verification, or receiving a reset link via email.
5. Create a strong and unique new access key. Remember to choose a combination of letters, numbers, and special characters to enhance the security of your account.
6. After changing your access key, make sure to save it securely in a password manager or write it down in a safe place.

If you encounter any difficulties during the process or have any further questions, please don't hesitate to reach out. I'm here 24/7 to assist you every step of the way to ensure a smooth account recovery experience.",87.0,ACCOUNT,True
237,BILQ,can i write a comment for ur company,FEEDBACK,review,"For sure! We appreciate your interest in sharing your thoughts about our company. Your comment will provide us with valuable insights on how we can continue to improve our services and better meet your needs. To leave a comment, you can visit our website and navigate to the ""Contact Us"" or ""Feedback"" section. There, you will find a form or an email address where you can write your comment. We are excited to hear what you have to say!",85.0,CONTACT,False
238,BLM,problem with adding some articles to order {{Order Number}},ORDER,change_order,"We understand that you are facing issues with adding articles to order number #{{Order Number}}. Our team is here to assist you in resolving this problem. Can you please provide more details about the specific articles you are having trouble adding? This information will help us investigate and find a solution for you. Thank you for bringing this to our attention, and we apologize for any inconvenience caused.",86.0,ORDER,True
239,BLMZ,I need assistance reporting errors  with online payment,PAYMENT,payment_issue,"Thank you for contacting to us regarding the errors you're encountering with online payment. We understand the importance of resolving these issues for you as quickly as possible. To better assist you, could you please provide us with more details about the specific errors you are facing? This information will allow our dedicated support team to investigate and address the problem most effectively. Rest assured, we're here to support you every step of the way until the issue is resolved. We appreciate your patience and cooperation in helping us improve our online payment system.",85.0,PAYMENT,True
240,BCILZ,"I need to levae some feedback for a service, how do I do it?",FEEDBACK,review,"Thank you for expressing your interest in leaving feedback for our service! We greatly value your input as it allows us to continuously improve and cater to your needs. To submit your feedback, you can visit our website and navigate to the ""Contact Us"" or ""Feedback"" page. On this page, you will find a form where you can share your thoughts, suggestions, or any concerns you may have. Rest assured, your feedback will be carefully reviewed and used to enhance our services. Is there anything else I can assist you with?",93.0,CONTACT,False
241,BLZ,I want help seeing how soonj can I expect my parcel,DELIVERY,delivery_period,"We understand your anticipation and eagerness to know when your parcel will arrive. To provide you with an accurate estimated delivery date, could you please provide us with the {{Tracking Number}} or {{Order Number}}? With this information, we will be able to check the current status of your parcel and provide you with the most up-to-date information on its expected arrival time. Your patience is greatly appreciated as we assist you further.",89.0,DELIVERY,True
242,BKLM,reimbursing {{Refund Amount}} dollars,REFUND,get_refund,"I've picked up that you're seeking assistance in reimbursing ${{Refund Amount}}. It's never easy to encounter situations where refunds are necessary, and I'm here to help make this process as smooth as possible for you. To ensure an efficient resolution, could you please share some additional details about the refund request? Specifically, if you could provide the transaction or purchase information, it would greatly assist me in guiding you towards the appropriate steps for initiating the reimbursement. Rest assured, with your cooperation, I'll make sure to address your request promptly and facilitate a satisfactory resolution. Thank you for sharing the specifics; let's work together to secure your reimbursement successfully.",79.0,REFUND,True
243,BLMW,I don't know what I need to do to earn some bloody products,ORDER,place_order,"I can sense your frustration and confusion about how to earn products. Rest assured, I'm here to assist you. To earn products through our platform, you can participate in our loyalty program, refer friends, or engage in specific activities. Could you please provide me with more details about the products you're interested in and any specific criteria or requirements you'd like to know about? This will help me tailor my guidance to your specific needs, ensuring a successful and rewarding experience.",91.0,ORDER,True
244,BL,I need assistance to check what payment options you accept,PAYMENT,check_payment_methods,"Thank you for reaching out! I completely understand that you need assistance in checking the payment options we accept. Rest assured, we offer a wide range of convenient and secure payment methods. Here's a quick overview of our accepted options:

- **Credit/Debit Cards:** We gladly accept major card brands like Visa, Mastercard, and American Express.
- **PayPal:** A widely recognized and trusted online payment platform.
- **Apple Pay:** For seamless transactions on Apple devices.
- **Google Pay:** Convenient and fast payment method for users of Google's services.
- **Bank Transfers:** Make direct payments from your bank account.
- **E-Wallets:** Enjoy the benefits of digital wallets like Paytm, AliPay, or WeChat Pay.

These are just some of the payment options we have available. If you have any specific questions or need further assistance with any of these methods, feel free to let me know. We're here to guide you through the process and ensure a smooth payment experience.",87.0,PAYMENT,True
245,BILP,would you give me information about my gold account removal?,ACCOUNT,delete_account,"Thank you for your message to us regarding the removal of your {{Account Type}} account. We understand that you are seeking information about canceling your account and we're here to assist you. To ensure that we provide you with the most accurate and relevant information, could you please provide us with your {{Account Type}} account details or any specific concerns you have about the removal process? This will allow us to address your request more effectively and guide you through the necessary steps. We value your trust in us and want to ensure a smooth experience for you.",87.0,CANCEL,False
246,BLM,I forgot to include some products in purchase {{Order Number}},ORDER,change_order,"We understand that you forgot to include some products in purchase number #{{Order Number}}. We apologize for any inconvenience caused. To assist you with adding these items, could you please provide the details of the products you would like to include? By doing so, we can ensure that your purchase is accurate and meets your expectations. Thank you for bringing this to our attention, and we appreciate your understanding as we work towards resolving this issue.",87.0,ORDER,True
247,BKL,informing of issue with sign-up,ACCOUNT,registration_problems,"Thank you for bringing the issue with the sign-up process to our attention. We value your feedback and are committed to resolving any problems you may be experiencing. To assist us in addressing the issue promptly, could you please provide more details about the specific problem you encountered during the sign-up process? This information will greatly help us in investigating and rectifying the issue, ensuring a smoother sign-up experience for all users. We appreciate your cooperation and apologize for any inconvenience caused.",81.0,SUBSCRIPTION,False
248,BL,I try to make a consumer complaint against your company,FEEDBACK,complaint,"I apologize for the inconvenience you've faced and understand your need to make a consumer complaint against our company. Your feedback is incredibly valuable to us, and we take your concerns seriously. To file a complaint, please visit our website or reach out to our customer support team through email or phone. They will guide you through the process and ensure that your complaint is addressed promptly. We appreciate your patience and understanding as we work to resolve the issue and improve our services.",87.0,CONTACT,False
249,BL,I try to change to the {{Account Type}} account,ACCOUNT,switch_account,"Appreciate you reaching out to us regarding your intention to switch to our Free account. I understand that you've already made an attempt to make this change, and I'm here to assist you further.

To better understand the issue, could you please provide me with some information about the steps you've taken so far? This will enable me to pinpoint any potential obstacles and provide you with the appropriate guidance.

Looking forward to your response, and rest assured that I'm committed to ensuring a smooth transition to the Free account for you.",86.0,ACCOUNT,True
250,BILQZ,what do i have to do to createa premium account,ACCOUNT,create_account,"Thank you for considering our premium account! To create a premium account, you can follow these simple steps:

1. Visit our website or download our app.
2. Click on the ""Sign Up"" or ""Create Account"" button.
3. Select the ""{{Account Category}} Account"" option.
4. Fill in the required information like your name, email address, and password.
5. Choose a username that you prefer.
6. Review and accept the terms and conditions.
7. Click ""Submit"" or ""Create Account"" to complete the process.

Once your premium account is created, you will have access to exclusive features and benefits. If you have any questions or need further assistance during the signup process, feel free to reach out to our customer support team. We're here to help you every step of the way.",87.0,ACCOUNT,True
251,BLZ,I have to lodge a consumerr claim against your company,FEEDBACK,complaint,"I've observed that you need to lodge a consumer claim against our company, and I apologize for any inconvenience or dissatisfaction you may have experienced. Your feedback is incredibly valuable to us, as it helps us address any concerns and improve our services. To ensure that your claim is properly lodged, I recommend reaching out to our customer support team. They will assist you in gathering all the necessary information and guiding you through the process. Please let me know if there's anything else I can do to assist you in this matter.",87.0,REFUND,False
252,BIQ,what do i need to do to switch to the freemium account,ACCOUNT,switch_account,"I appreciate your interest in switching to our {{Account Category}} account. Allow me to guide you through the process:

1. Access Your Account: Begin by logging into our platform using your current credentials.
2. Upgrade Option: Once you're logged in, navigate to your '{{Settings}}' or '{{Profile}}' section.
3. Account Type: Look for an option labeled '{{Account Change}}' or '{{Upgrade Account}}' within these sections.
4. {{Account Category}} Selection: Choose the '{{Account Type}}' option from the available list.
5. Confirmation: Follow the on-screen prompts to confirm your account switch.

If you encounter any challenges or have further questions, please don't hesitate to reach out. Your decision to switch to the {{Account Category}} account is valuable to us, and I'm here to ensure a smooth and enjoyable transition. Enjoy all the benefits of our {{Account Category}} plan!",90.0,ACCOUNT,True
253,BL,help me checking my bill from {{Person Name}},INVOICE,check_invoice,"I see what you mean your need to check the bill from {{Salutation}} {{Client Last Name}}. To assist you better, could you please provide me with any relevant information such as the {{Date of the Bill}} or any other specific details? I'm here to help you navigate through this process and ensure your satisfaction in finding the necessary information.",85.0,INVOICE,True
254,BLQZ,i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,"We understand how important the restitution of {{Currency Symbol}}{{Refund Amount}} is to you. Rest assured, we are committed to resolving this matter as quickly as possible. To better assist you, could you please provide me with any relevant details such as the date of the payment or any reference numbers associated with the transaction? This will help us investigate and track down the status of your restitution more efficiently. We appreciate your patience and cooperation in this process.",85.0,REFUND,True
255,BLQ,i need assistance to open a gold account for my dad,ACCOUNT,create_account,"That's fantastic! I'm excited to assist you in opening a {{Account Type}} account for your dad. To start the process, I would need some information. Could you please provide me with your dad's full name, email address, and a preferred username for his account? Rest assured, we value your dad's privacy, and all the information provided will be treated with the utmost confidentiality. Together, we'll make sure your dad has a seamless experience while opening his {{Account Type}} account. How does that sound?",89.0,ACCOUNT,True
256,BKL,send service review,FEEDBACK,review,"We appreciate your willingness to share your thoughts and provide a service review. Your feedback is incredibly valuable to us as it helps us understand what's working well and areas for improvement. To send a service review, you can visit our website and navigate to the ""Reviews"" or ""Feedback"" section. Alternatively, you can also reach out to our customer service team via phone or live chat and they will guide you through the process. We look forward to hearing about your experience and thank you for taking the time to provide your valuable feedback!",78.0,CONTACT,False
